N Pete Dawson Rd,Arizona,5100831,-110.9846427,32.31736818,-110.9846973,32.31849091,4,19,4617,4019004617,4019004617,Random Tract,0.001124057,0.37373661
Main St,Pennsylvania,32010995,-80.09061364,40.38161909,-80.09219364,40.37869091,42,3,470400,42003470400,42003470400,Random Tract,0.003327257,0.377501251
Stanmore Dr,Texas,40475005,-95.41625636,29.74974909,-95.41725818,29.74954909,48,201,411100,48201411100,48201411100,Random Tract,0.001021589,0.378847816
London Bridge Rd,Virginia,42442149,-76.05212,36.82419909,-76.05250455,36.82635182,51,810,45000,51810045000,51810045000,Random Tract,0.002186807,0.381846657
Small Tree Ct,Illinois,15053567,-88.21197091,41.83226273,-88.21129818,41.83214091,17,43,841601,17043841601,17043841601,Random Tract,0.000683671,0.388403945
Swift Rd,Florida,10938267,-82.51408364,27.29075182,-82.51409182,27.29011182,12,115,1704,12115001704,12115001704,Random Tract,0.000640052,0.396409955
Anchor Watch Dr,South Carolina,34355971,-80.15991,32.64670455,-80.16423455,32.64380273,45,19,2200,45019002200,45019002200,Random Tract,0.005207907,0.39899932
Jerome St,California,7656024,-117.4243709,33.95253636,-117.4243618,33.95007818,6,65,31002,6065031002,6065031002,Random Tract,0.002458197,0.400507031
Thornton Pl,Alabama,3079012,-88.15604091,30.67250818,-88.15602182,30.67048909,1,97,3203,1097003203,1097003203,Random Tract,0.00201918,0.403383463
Walther Blvd,Maryland,19372610,-76.49359455,39.40646636,-76.49220182,39.40800727,24,5,411410,24005411410,24005411410,Random Tract,0.002077041,0.403847079
W Palmer St,Illinois,15186197,-87.71802091,41.92095818,-87.71920182,41.92082273,17,31,220900,17031220900,17031220900,Random Tract,0.001188653,0.404274814
Harlow Blvd,Florida,10185737,-81.75520273,30.25882273,-81.75520636,30.25800364,12,31,12800,12031012800,12031012800,Random Tract,0.000819098,0.412577774
Sonoma Ct,Rhode Island,33762172,-71.44179909,41.81952636,-71.44199818,41.82039727,44,7,1900,44007001900,44007001900,Random Tract,0.000893376,0.415550462
Muskogee St,Texas,39362256,-98.58521727,29.41584364,-98.58777091,29.41596818,48,29,171500,48029171500,48029171500,Random Tract,0.002556675,0.416411411
Driveway,Texas,40162196,-95.49289545,29.97630727,-95.49148182,29.97574545,48,201,551000,48201551000,48201551000,Random Tract,0.001521181,0.422775162
W Harvey St,Pennsylvania,33300453,-75.18450273,40.03250182,-75.18643636,40.03216636,42,101,23900,42101023900,42101023900,Random Tract,0.001962513,0.4244182
Grand Blvd,New York,28589607,-73.91178636,40.84382455,-73.91156636,40.84441182,36,5,22702,36005022702,36005022702,Random Tract,0.000627125,0.429224499
Driveway,Oregon,31389628,-122.7029327,45.53758364,-122.7009309,45.53759818,41,51,4500,41051004500,41051004500,Random Tract,0.002001853,0.431845141
Grand Ave,Minnesota,21411471,-93.15935182,44.94006091,-93.16189909,44.94005545,27,123,35200,27123035200,27123035200,Random Tract,0.002547276,0.435786268
Noice Dr,California,5687102,-121.6513164,36.70190091,-121.6517282,36.70412,6,53,200,6053000200,6053000200,Random Tract,0.002256976,0.450295019
Jasper St,Ohio,29408542,-84.18671182,39.74121,-84.18439818,39.74159909,39,113,3400,39113003400,39113003400,Random Tract,0.002346129,0.452424029
US Hwy 85,Colorado,8838019,-105.0299027,39.57103273,-105.0304518,39.56993455,8,5,5634,8005005634,8005005634,Random Tract,0.001227807,0.459408919
N River View Ave,Florida,10827630,-82.47879818,27.97832182,-82.47799818,27.97926,12,57,2700,12057002700,12057002700,Random Tract,0.001232956,0.460832666
Cohen St,Georgia,13002793,-80.99750091,31.97361818,-80.99791182,31.97467091,13,51,11105,13051011105,13051011105,Random Tract,0.001130083,0.469386032
SE 135th St,Florida,10319358,-81.89552364,29.02573455,-81.90429182,29.02576091,12,83,701,12083000701,12083000701,Random Tract,0.00876822,0.475915171
National Cemetery,Tennessee,36053328,-85.28933727,35.03514091,-85.29227636,35.03406182,47,65,1400,47065001400,47065001400,Random Tract,0.003130924,0.477722374
N 131st Dr,Kansas,16913360,-94.88100364,39.17673273,-94.88096909,39.17904182,20,209,44803,20209044803,20209044803,Random Tract,0.002309348,0.478195678
Riviera Pl NE,Washington,42797785,-122.2766264,47.71081545,-122.2780073,47.71591727,53,33,900,53033000900,53033000900,Random Tract,0.0052854,0.480463745
E 41st St,New Jersey,26654929,-74.13723727,40.9034,-74.13751273,40.90246818,34,31,182600,34031182600,34031182600,Random Tract,0.000971682,0.484576805
E Richfield Rd,Michigan,20461051,-83.57051,43.06259091,-83.56305636,43.06283091,26,49,11800,26049011800,26049011800,Random Tract,0.007457503,0.488568142
Hanover Park Dr,Florida,10238460,-81.45540636,30.26701182,-81.45439909,30.26502364,12,31,14405,12031014405,12031014405,Random Tract,0.002228778,0.491791246
Eagle Trl,Texas,39524477,-97.88355636,31.12337818,-97.88305091,31.12347182,48,99,10601,48099010601,48099010601,Random Tract,0.000514051,0.493669639
,Ohio,29999617,-80.53988636,41.96087636,-80.54165182,41.9534,39,7,101,39007000101,39007000101,Random Tract,0.007681979,0.49621956
Fairview Ave,Colorado,9061215,-105.01937,39.83755091,-105.0196691,39.84011455,8,1,9309,8001009309,8001009309,Random Tract,0.002581029,0.501511585
Loucks Mill Rd,Pennsylvania,32763683,-76.72493273,39.96995909,-76.72318364,39.97598,42,133,10300,42133010300,42133010300,Random Tract,0.006269822,0.502076124
77th St,Michigan,19793858,-86.29191273,42.32039818,-86.29197909,42.32209636,26,159,10600,26159010600,26159010600,Random Tract,0.001699476,0.506223169
Mount Hope Memorial Gdns,Michigan,20567072,-83.33122182,42.41850364,-83.33072727,42.41696909,26,163,557000,26163557000,26163557000,Random Tract,0.001612273,0.51371938
Golden Grove Rd,Pennsylvania,32167545,-80.15506364,40.65703091,-80.15417909,40.65970364,42,7,603802,42007603802,42007603802,Random Tract,0.0028153,0.527428989
Chestnut St,Massachusetts,18640208,-71.27854182,42.31494818,-71.27997727,42.31708727,25,21,404201,25021404201,25021404201,Random Tract,0.002576087,0.527436087
Pickwood Dr,Florida,9717241,-87.24583,30.53274091,-87.24529727,30.53492,12,33,3606,12033003606,12033003606,Random Tract,0.002243264,0.530364734
Branders Bridge Rd,Virginia,41986685,-77.41506636,37.25632273,-77.41570727,37.25673091,51,41,100600,51041100600,51041100600,Random Tract,0.000759853,0.532116981
SW B Ave,Oklahoma,30500335,-98.42905091,34.60618364,-98.43117182,34.60620091,40,31,1400,40031001400,40031001400,Random Tract,0.00212098,0.533295392
Adams St SE,New Mexico,27149330,-106.5943391,35.07432,-106.59434,35.07290455,35,1,500,35001000500,35001000500,Random Tract,0.00141545,0.534147815
Long Ave,Illinois,15326362,-87.75554636,41.73973,-87.75554091,41.73881,17,31,821101,17031821101,17031821101,Random Tract,0.000920016,0.540435034
Hamilton Rd,Pennsylvania,32218110,-79.53806727,40.50811273,-79.52869455,40.5046,42,129,801800,42129801800,42129801800,Random Tract,0.010009353,0.541929315
NW De Bracy Ave,Oklahoma,30496511,-98.46281182,34.63470909,-98.46335273,34.63520636,40,31,401,40031000401,40031000401,Random Tract,0.000734752,0.542982392
I 15,Utah,41366511,-111.7814236,40.35808909,-111.7810245,40.35783364,49,49,400,49049000400,49049000400,Random Tract,0.000473852,0.543113531
H St NW,District of Columbia,9574767,-77.05013,38.89957545,-77.05143,38.89956636,11,1,5600,11001005600,11001005600,Random Tract,0.001300032,0.554223641
Parking Lot,Indiana,16213104,-85.13936273,41.13081091,-85.13927818,41.12929,18,3,3304,18003003304,18003003304,Random Tract,0.001523258,0.557302922
W Bryn Mawr Ave,Illinois,15182826,-87.73953182,41.98257182,-87.74067818,41.98256909,17,31,130200,17031130200,17031130200,Random Tract,0.001146363,0.572077884
NE Hassalo St,Oregon,31414583,-122.5763309,45.53094455,-122.5735991,45.53091909,41,51,1702,41051001702,41051001702,Random Tract,0.002731919,0.57359139
Broad St,California,6188239,-122.4560627,37.71319818,-122.4590518,37.71317273,6,75,31400,6075031400,6075031400,Random Tract,0.002989208,0.587715451
Pacific St,New York,28682491,-73.95519182,40.67834727,-73.95280909,40.67784182,36,47,22100,36047022100,36047022100,Random Tract,0.002435751,0.589101393
Aster Dr,North Carolina,24474160,-79.74795091,36.05724364,-79.74808182,36.05902273,37,81,12803,37081012803,37081012803,Random Tract,0.0017839,0.59341215
E Camelback Rd,Arizona,4673359,-112.0145236,33.51004,-112.0130091,33.51005909,4,13,107800,4013107800,4013107800,Random Tract,0.00151462,0.602503254
,Oklahoma,30658202,-97.47169727,35.71085364,-97.47197818,35.71990273,40,109,108206,40109108206,40109108206,Random Tract,0.009053449,0.611131271
Rice St,Massachusetts,18480357,-71.78101727,42.32365364,-71.78331455,42.32139727,25,27,730200,25027730200,25027730200,Random Tract,0.003220047,0.613082982
27 Mile Rd,Michigan,20502432,-82.98117818,42.73058273,-82.98914364,42.73004909,26,99,215500,26099215500,26099215500,Random Tract,0.007983315,0.619195109
Driveway,Michigan,20606313,-83.19065273,42.25822273,-83.19395,42.25967818,26,163,576100,26163576100,26163576100,Random Tract,0.003604209,0.634304287
Pershing Ave,Wisconsin,44271385,-87.71463091,43.77986909,-87.71625273,43.77985,55,117,200,55117000200,55117000200,Random Tract,0.001621932,0.637341175
Driveway,Washington,42799819,-122.2266509,47.70219455,-122.2258873,47.70152364,53,33,22203,53033022203,53033022203,Random Tract,0.001016467,0.639663468
Second Lock Rd,Pennsylvania,32847680,-76.31098273,40.00764818,-76.31216636,40.00518364,42,71,13501,42071013501,42071013501,Random Tract,0.002734033,0.643948557
Timberline Dr,New Jersey,26461923,-74.38126909,40.64627727,-74.38021455,40.64816727,34,39,38700,34039038700,34039038700,Random Tract,0.002164291,0.649141542
W Grand Ave,Illinois,15248998,-87.64393,41.89129091,-87.64357636,41.89129727,17,31,243600,17031243600,17031243600,Random Tract,0.000353697,0.653330364
State Hwy 1,California,5668835,-120.8717073,35.40856545,-120.8727464,35.41146727,6,79,10500,6079010500,6079010500,Random Tract,0.003082254,0.654265197
River Thames Rd,Mississippi,22786760,-90.12979273,32.37188182,-90.13042909,32.37313,28,49,100,28049000100,28049000100,Random Tract,0.001401038,0.655117545
Oakley St,Utah,41232723,-111.9269809,40.77799,-111.9269818,40.78017364,49,35,100600,49035100600,49035100600,Random Tract,0.00218364,0.658373022
E 6th St,Ohio,29918562,-81.68900455,41.49835727,-81.68866636,41.49796364,39,35,107700,39035107700,39035107700,Random Tract,0.000518958,0.663108753
Orizaba Ave,California,7345013,-118.15783,33.86924636,-118.1578336,33.86970364,6,37,570204,6037570204,6037570204,Random Tract,0.000457294,0.66363499
E Independence St,Oklahoma,30941372,-95.88664727,36.16659909,-95.88542909,36.16640273,40,143,8200,40143008200,40143008200,Random Tract,0.001233904,0.663942133
Seymour Rd,Virginia,41820254,-78.50818182,38.04802818,-78.50980727,38.04946909,51,3,10901,51003010901,51003010901,Random Tract,0.002172167,0.668639318
Smith St,Nevada,27805565,-115.2178218,36.18750727,-115.2178491,36.18766091,32,3,3423,32003003423,32003003423,Random Tract,0.000156047,0.670392848
Kendra Dr,Georgia,12566452,-84.20660455,33.47000818,-84.20660727,33.47135909,13,151,70303,13151070303,13151070303,Random Tract,0.001350913,0.67474626
Oakshire Dr,Texas,40400325,-95.45598909,29.73692818,-95.45793091,29.73699909,48,201,411600,48201411600,48201411600,Random Tract,0.001943114,0.675502708
Laraway Rd,Illinois,14928324,-88.13089818,41.47938364,-88.12560636,41.48438182,17,197,883100,17197883100,17197883100,Random Tract,0.007279091,0.677140245
Rolling Meadows Dr,Ohio,29330701,-84.20944182,38.90270273,-84.20722818,38.89620273,39,25,41702,39025041702,39025041702,Random Tract,0.0068666,0.682418454
Newman St,Idaho,13786976,-116.2657891,43.62915636,-116.2668664,43.62915091,16,1,1201,16001001201,16001001201,Random Tract,0.001077314,0.683051688
Norborne,Michigan,20568152,-83.29959818,42.43548182,-83.29969727,42.43724818,26,163,554100,26163554100,26163554100,Random Tract,0.001769137,0.687694111
Route 993,Pennsylvania,32269928,-79.71820636,40.33775,-79.71845364,40.33517818,42,129,803100,42129803100,42129803100,Random Tract,0.002583681,0.687995004
Remington Park,Oklahoma,30662257,-97.47642545,35.53415,-97.46155727,35.53100727,40,109,106100,40109106100,40109106100,Random Tract,0.015196695,0.689989225
N College Way,California,7546010,-117.71261,34.09965364,-117.7126236,34.10044636,6,37,401901,6037401901,6037401901,Random Tract,0.000792837,0.690040268
S Harbor Dr,Wisconsin,44204703,-87.89684182,43.01219,-87.89457182,43.00711182,55,79,15400,55079015400,55079015400,Random Tract,0.005562447,0.693757011
S 500 W,Indiana,15823411,-87.16175091,41.36202182,-87.16175273,41.36456364,18,127,51004,18127051004,18127051004,Random Tract,0.002541821,0.706690641
Bostwick Ave,New Jersey,26603724,-74.07842091,40.70590091,-74.08201182,40.70824818,34,17,5200,34017005200,34017005200,Random Tract,0.004290025,0.714177573
Maplewood Dr,Illinois,14795970,-88.13649909,40.32311,-88.13649909,40.32376545,17,19,10100,17019010100,17019010100,Random Tract,0.00065545,0.718221521
Driveway,Texas,40391422,-95.50416909,29.67248182,-95.50306091,29.67243364,48,201,422500,48201422500,48201422500,Random Tract,0.001109227,0.721678775
Wanda Ln,California,8028314,-116.8948555,33.75330636,-116.8948282,33.75148727,6,65,43703,6065043703,6065043703,Random Tract,0.001819295,0.724785758
S 1st St,Oklahoma,30556747,-97.74473273,35.49520273,-97.74472818,35.49342818,40,17,301201,40017301201,40017301201,Random Tract,0.001774556,0.727633114
Summit Ln,New Mexico,26867285,-106.7128191,32.26001636,-106.7132582,32.25802818,35,13,1202,35013001202,35013001202,Random Tract,0.002036091,0.727710028
,California,7389678,-118.1804218,34.03388,-118.1819755,34.03395,6,37,531102,6037531102,6037531102,Random Tract,0.001555276,0.737779241
W Kinzie St,Illinois,15246210,-87.66221364,41.88889636,-87.66258182,41.88889273,17,31,243300,17031243300,17031243300,Random Tract,0.000368198,0.740531648
Parking Lot,Florida,11646659,-80.17630818,26.13049091,-80.17828909,26.13043273,12,11,41400,12011041400,12011041400,Random Tract,0.001981764,0.741172923
East Ave,Ohio,30033585,-81.56901364,41.04831091,-81.56915818,41.04815909,39,153,505100,39153505100,39153505100,Random Tract,0.000209621,0.745861272
Potter Dr,Massachusetts,18832782,-70.96701818,42.23362727,-70.96717,42.23453,25,21,419400,25021419400,25021419400,Random Tract,0.000915407,0.747485395
N 24th St,Arizona,4733589,-112.0302327,33.47166909,-112.0302273,33.47303182,4,13,111601,4013111601,4013111601,Random Tract,0.001362741,0.757797616
7th Ave,Iowa,13688520,-91.57466364,41.67989636,-91.57462364,41.68153818,19,103,200,19103000200,19103000200,Random Tract,0.001642307,0.764370893
W Irving Park Rd,Illinois,15183335,-87.72271727,41.95368727,-87.72392273,41.95366636,17,31,160900,17031160900,17031160900,Random Tract,0.001205641,0.766866308
Ludlam Ave,New York,29010365,-73.54889273,40.90446909,-73.54864,40.90345182,36,59,517902,36059517902,36059517902,Random Tract,0.001048194,0.770906454
Southwood Ln,Massachusetts,18706306,-71.24055818,42.26282909,-71.24039727,42.26149182,25,21,403300,25021403300,25021403300,Random Tract,0.001346916,0.773120863
Newhouse Dr,West Virginia,44327791,-81.61408091,38.39770091,-81.61643182,38.40068273,54,39,11000,54039011000,54039011000,Random Tract,0.003797108,0.779317781
W 1st St,California,7361747,-118.3067173,34.07370364,-118.30792,34.07371,6,37,211410,6037211410,6037211410,Random Tract,0.001202717,0.784969016
S 63rd St,Wisconsin,44174523,-87.99120091,43.02668364,-87.99120909,43.02600818,55,79,13000,55079013000,55079013000,Random Tract,0.00067551,0.785956998
State Hwy 23,California,7062704,-118.8514691,34.13414364,-118.8499309,34.14226455,6,111,5907,6111005907,6111005907,Random Tract,0.008265303,0.78636225
N 14th Pl,Arizona,4650074,-112.0508191,33.50198,-112.0508091,33.50378364,4,13,108602,4013108602,4013108602,Random Tract,0.001803668,0.787057741
Gordon St,Louisiana,18355420,-90.01182,29.96114364,-90.01134727,29.96209818,22,71,904,22071000904,22071000904,Random Tract,0.001065186,0.790513077
Old Carriage Rd,Rhode Island,33692381,-71.75902455,41.38827455,-71.76703091,41.38758636,44,9,50902,44009050902,44009050902,Random Tract,0.008035882,0.795812258
Lone Oak Ct,California,6638858,-121.3060136,38.77249182,-121.30489,38.77290182,6,61,21008,6061021008,6061021008,Random Tract,0.001196067,0.800731892
Glenrose Ln,Ohio,29299723,-84.302,39.09848,-84.30020909,39.09797727,39,25,41403,39025041403,39025041403,Random Tract,0.001860133,0.803188255
County Hwy 102,Florida,10725468,-82.71672455,28.01214636,-82.71308909,28.01214182,12,103,26813,12103026813,12103026813,Random Tract,0.003635463,0.803239491
George St,New York,28680002,-73.92984636,40.70304909,-73.92839273,40.70453818,36,47,42700,36047042700,36047042700,Random Tract,0.002080968,0.808929286
Covered Bridge Rd,Kentucky,17408230,-85.52369909,38.36641636,-85.52873182,38.36664364,21,185,30700,21185030700,21185030700,Random Tract,0.005037859,0.810135344
16th St NW,District of Columbia,9578393,-77.03655818,38.90023182,-77.03652636,38.90133182,11,1,5202,11001005202,11001005202,Random Tract,0.00110046,0.813640415
Village Center Dr,California,8126082,-117.24855,33.05467091,-117.2474573,33.05552182,6,73,17108,6073017108,6073017108,Random Tract,0.001384934,0.820795993
Ridge Rd,Maryland,19371487,-76.48566636,39.35052455,-76.48518364,39.35370182,24,5,440701,24005440701,24005440701,Random Tract,0.00321373,0.830106257
Farrington Dr,Virginia,42431298,-76.14815636,36.89271636,-76.14696273,36.89038364,51,810,41200,51810041200,51810041200,Random Tract,0.002620369,0.833061113
Bonanza St,Michigan,20559108,-83.31733727,42.26461364,-83.31779364,42.26460182,26,163,585500,26163585500,26163585500,Random Tract,0.000456523,0.838774298
Driveway,Minnesota,21364063,-92.42394909,44.01376,-92.42405909,44.01490273,27,109,200,27109000200,27109000200,Random Tract,0.001148012,0.847315529
State Hwy 7,West Virginia,30364608,-80.70987636,40.11777,-80.71037364,40.12156,54,69,200,54069000200,54069000200,Random Tract,0.003822484,0.850068722
11th Ave NE,Minnesota,21357268,-92.44909182,44.17972909,-92.44844727,44.18925909,27,109,1900,27109001900,27109001900,Random Tract,0.009551772,0.850587967
Somerville Rd,Maryland,19384513,-76.35047818,39.49622091,-76.34720182,39.49040727,24,25,301202,24025301202,24025301202,Random Tract,0.006673301,0.856454077
