Smith St,Nevada,27805565,-115.2178218,36.18750727,-115.2178491,36.18766091,32,3,3423,32003003423,32003003423,Random Tract,0.502486022,Selected
Timberline Dr,New Jersey,26461923,-74.38126909,40.64627727,-74.38021455,40.64816727,34,39,38700,34039038700,34039038700,Random Tract,0.511708874,Selected
N 56th St,Wisconsin,44156256,-87.98254,43.10836727,-87.98248364,43.11202545,55,79,2900,55079002900,55079002900,Random Urban,0.517731279,Selected
S 2nd St,Wisconsin,44201593,-87.91260546,43.01605,-87.91259,43.01423273,55,79,16500,55079016500,55079016500,Random Tract,0.528821653,Selected
Laraway Rd,Illinois,14928324,-88.13089818,41.47938364,-88.12560636,41.48438182,17,197,883100,17197883100,17197883100,Random Tract,0.532419979,No SV
Maplewood Dr,Illinois,14795970,-88.13649909,40.32311,-88.13649909,40.32376545,17,19,10100,17019010100,17019010100,Random Tract,0.533227055,Inappropriate Segment (No reasonable start/end points)
William St,Nebraska,25846310,-96.17511,41.24530364,-96.17621727,41.24574727,31,55,7450,31055007450,31055007450,Random Urban,0.533815576,Selected
Rocky Dale Ln,North Carolina,24302489,-80.53264091,35.97533727,-80.53850091,35.97511818,37,59,80200,37059080200,37059080200,Random Tract,0.535618468,Partial SV
Route 993,Pennsylvania,32269928,-79.71820636,40.33775,-79.71845364,40.33517818,42,129,803100,42129803100,42129803100,Random Tract,0.542455294,Inappropriate Segment (No reasonable start/end points)
28th St,Alabama,3290063,-87.57949091,33.23539545,-87.58138818,33.23547909,1,125,10403,1125010403,1125010403,Random Tract,0.544328242,Selected
I 30,Texas,38302648,-97.13660818,32.75992909,-97.14029818,32.75993636,48,439,113108,48439113108,48439113108,Random Urban,0.544608419,Inappropriate Segment (Freeway)
77th St,Michigan,19793858,-86.29191273,42.32039818,-86.29197909,42.32209636,26,159,10600,26159010600,26159010600,Random Tract,0.55109946,No SV
E Lynne Ln,Arizona,4748420,-111.9899,33.39135818,-111.9861455,33.39163,4,13,116202,4013116202,4013116202,Random Urban,0.554469662,No SV
Empire Blvd,New York,28683671,-73.93993818,40.66390727,-73.93715636,40.66375273,36,47,33100,36047033100,36047033100,Random Urban,0.561137044,Selected
Ludlam Ave,New York,29010365,-73.54889273,40.90446909,-73.54864,40.90345182,36,59,517902,36059517902,36059517902,Random Tract,0.5659288,Inappropriate Segment (No reasonable start/end points)
Village Center Dr,California,8126082,-117.24855,33.05467091,-117.2474573,33.05552182,6,73,17108,6073017108,6073017108,Random Tract,0.57162694,Selected
Grand Blvd,New York,28589607,-73.91178636,40.84382455,-73.91156636,40.84441182,36,5,22702,36005022702,36005022702,Random Tract,0.571945018,Inappropriate Segment (No reasonable start/end points)
N 144th St,Nebraska,25871488,-96.13885091,41.30239909,-96.13886273,41.29896909,31,55,7431,31055007431,31055007431,Random Urban,0.575003975,Selected
National Cemetery,Tennessee,36053328,-85.28933727,35.03514091,-85.29227636,35.03406182,47,65,1400,47065001400,47065001400,Random Tract,0.585431886,Selected
Bardsley St,Massachusetts,18534905,-71.12245182,41.68834091,-71.12194455,41.68825455,25,5,641600,25005641600,25005641600,Random Tract,0.586678999,Partial SV
73rd Ave NE,Minnesota,21480468,-93.24353455,45.10050455,-93.24283727,45.10050909,27,3,51103,27003051103,27003051103,Random Tract,0.589217046,Selected
Commodore Ter,Massachusetts,18719012,-71.12907,42.2557,-71.12944091,42.25530182,25,25,140104,25025140104,25025140104,Random Tract,0.600349073,Selected
Chestnut St,Massachusetts,18640208,-71.27854182,42.31494818,-71.27997727,42.31708727,25,21,404201,25021404201,25021404201,Random Tract,0.603254716,No SV
SE Oregon St,Washington,43007285,-122.6317373,47.49552818,-122.63451,47.49566182,53,35,92801,53035092801,53035092801,Random Tract,0.606994222,Partial SV
London Bridge Rd,Virginia,42442149,-76.05212,36.82419909,-76.05250455,36.82635182,51,810,45000,51810045000,51810045000,Random Tract,0.60779789,"Valid, not used"
State Hwy 7,West Virginia,30364608,-80.70987636,40.11777,-80.71037364,40.12156,54,69,200,54069000200,54069000200,Random Tract,0.612089109,Inappropriate Segment (No reasonable start/end points)
16th St NW,District of Columbia,9578393,-77.03655818,38.90023182,-77.03652636,38.90133182,11,1,5202,11001005202,11001005202,Random Tract,0.620640762,Selected
Gold Dust Dr,Texas,39356261,-98.67616636,29.42939364,-98.6695,29.43015909,48,29,171910,48029171910,48029171910,Random Urban,0.623154316,Selected
Hanover Park Dr,Florida,10238460,-81.45540636,30.26701182,-81.45439909,30.26502364,12,31,14405,12031014405,12031014405,Random Tract,0.634572405,No SV
,Alabama,3239999,-86.15997818,32.27936727,-86.15487091,32.28031727,1,101,5601,1101005601,1101005601,Random Urban,0.639784411,No SV
Victoria Dr,Florida,10719775,-82.79112273,28.01574909,-82.79106,28.01668818,12,103,27101,12103027101,12103027101,Random Tract,0.645293772,Selected
Valley View Ln,Texas,38168120,-97.02353636,32.83142727,-97.02259545,32.83242273,48,113,14403,48113014403,48113014403,Random Tract,0.64576975,"Valid, not used"
,Oklahoma,30658202,-97.47169727,35.71085364,-97.47197818,35.71990273,40,109,108206,40109108206,40109108206,Random Tract,0.650815662,Partial SV
,Colorado,9050475,-105.0494445,39.65344364,-105.0511136,39.65356364,8,31,4801,8031004801,8031004801,Random Urban,0.654287526,Inappropriate Segment (Freeway)
Alley,New York,28697249,-73.87876818,40.72521,-73.87725182,40.72330727,36,81,67102,36081067102,36081067102,Random Urban,0.657169345,Partial SV
Harlow Blvd,Florida,10185737,-81.75520273,30.25882273,-81.75520636,30.25800364,12,31,12800,12031012800,12031012800,Random Tract,0.659088962,Selected
Washington St,Massachusetts,18420100,-72.57801,42.15111364,-72.57791,42.15027909,25,13,810700,25013810700,25013810700,Random Tract,0.660381339,Selected
I 15,Utah,41366511,-111.7814236,40.35808909,-111.7810245,40.35783364,49,49,400,49049000400,49049000400,Random Tract,0.673058804,Inappropriate Segment (Freeway)
Glenrose Ln,Ohio,29299723,-84.302,39.09848,-84.30020909,39.09797727,39,25,41403,39025041403,39025041403,Random Tract,0.6767885,Partial SV
Telstar Loop NW,New Mexico,27137436,-106.7125209,35.09792818,-106.7125518,35.09854636,35,1,4705,35001004705,35001004705,Random Urban,0.679084324,Inappropriate Segment (No reasonable start/end points)
Falcons Height,Texas,39732564,-98.36034545,29.55801182,-98.36216455,29.55708273,48,29,121803,48029121803,48029121803,Random Urban,0.682628651,Selected
Rolling Meadows Dr,Ohio,29330701,-84.20944182,38.90270273,-84.20722818,38.89620273,39,25,41702,39025041702,39025041702,Random Tract,0.68605708,Partial SV
Seymour Rd,Virginia,41820254,-78.50818182,38.04802818,-78.50980727,38.04946909,51,3,10901,51003010901,51003010901,Random Tract,0.691183395,Selected
N River View Ave,Florida,10827630,-82.47879818,27.97832182,-82.47799818,27.97926,12,57,2700,12057002700,12057002700,Random Tract,0.701944402,Selected
74th St,Iowa,13374747,-93.7195,41.64559545,-93.71951364,41.64781364,19,153,10404,19153010404,19153010404,Random Tract,0.705244334,Selected
Bordeaux St,Alabama,3082360,-88.08618364,30.65224091,-88.08580636,30.65083,1,97,2302,1097002302,1097002302,Random Tract,0.708347074,Selected
Golden Grove Rd,Pennsylvania,32167545,-80.15506364,40.65703091,-80.15417909,40.65970364,42,7,603802,42007603802,42007603802,Random Tract,0.709542755,No SV
Raina Dr,Virginia,42092569,-77.45264727,38.84143091,-77.45225,38.84267273,51,59,491200,51059491200,51059491200,Random Tract,0.719055365,No SV
Main St,Pennsylvania,32010995,-80.09061364,40.38161909,-80.09219364,40.37869091,42,3,470400,42003470400,42003470400,Random Tract,0.720033264,Selected
Hedley St,Pennsylvania,33322660,-75.07419,39.99282,-75.07228091,39.99025364,42,101,18300,42101018300,42101018300,Random Tract,0.730266745,Partial SV
River Thames Rd,Mississippi,22786760,-90.12979273,32.37188182,-90.13042909,32.37313,28,49,100,28049000100,28049000100,Random Tract,0.735933168,Selected
Parker Pike,Pennsylvania,32226302,-79.73480273,41.13387273,-79.74126182,41.13919727,42,19,910100,42019910100,42019910100,Random Tract,0.739382061,Inappropriate Segment (No reasonable start/end points)
Remington Park,Oklahoma,30662257,-97.47642545,35.53415,-97.46155727,35.53100727,40,109,106100,40109106100,40109106100,Random Tract,0.742952715,Inappropriate Segment (No reasonable start/end points)
Encino Bow,Texas,39336220,-98.44795364,29.62464182,-98.44801,29.62436364,48,29,121902,48029121902,48029121902,Random Urban,0.743100664,Selected
Bloomingdale Dr,New York,28616447,-73.78820636,40.97722273,-73.78820273,40.97994273,36,119,6801,36119006801,36119006801,Random Tract,0.744826973,Partial SV
Woody Ln,Texas,38064444,-97.25456909,32.65853818,-97.25263727,32.65851545,48,439,111102,48439111102,48439111102,Random Tract,0.747179278,Selected
Newman St,Idaho,13786976,-116.2657891,43.62915636,-116.2668664,43.62915091,16,1,1201,16001001201,16001001201,Random Tract,0.75211165,Selected
S 500 W,Indiana,15823411,-87.16175091,41.36202182,-87.16175273,41.36456364,18,127,51004,18127051004,18127051004,Random Tract,0.753359854,Inappropriate Segment (No reasonable start/end points)
Kendra Dr,Georgia,12566452,-84.20660455,33.47000818,-84.20660727,33.47135909,13,151,70303,13151070303,13151070303,Random Tract,0.761447938,No SV
Lake Rd,Ohio,30235414,-81.65422818,39.35557818,-81.65148636,39.36617455,39,167,21700,39167021700,39167021700,Random Tract,0.76754444,No SV
E Travis Blvd,California,6294449,-122.0209691,38.25814818,-122.0199891,38.25814636,6,95,252607,6095252607,6095252607,Random Tract,0.769471627,Selected
W 44th Pl,Illinois,15330146,-87.74703,41.81185091,-87.74808636,41.81181273,17,31,560200,17031560200,17031560200,Random Urban,0.770690708,Selected
S 63rd St,Wisconsin,44174523,-87.99120091,43.02668364,-87.99120909,43.02600818,55,79,13000,55079013000,55079013000,Random Tract,0.77077103,"Valid, not used"
Driveway,Michigan,20606313,-83.19065273,42.25822273,-83.19395,42.25967818,26,163,576100,26163576100,26163576100,Random Tract,0.771848107,Partial SV
Driveway,Wisconsin,43795724,-89.34864182,43.04130818,-89.34768182,43.04079364,55,25,1502,55025001502,55025001502,Random Urban,0.776947208,No SV
I 74,Ohio,29238939,-84.74918727,39.22612364,-84.74562273,39.22416455,39,61,26002,39061026002,39061026002,Random Tract,0.779627203,Inappropriate Segment (Freeway)
,California,7389678,-118.1804218,34.03388,-118.1819755,34.03395,6,37,531102,6037531102,6037531102,Random Tract,0.781406605,Inappropriate Segment (Freeway)
Pershing Ave,Wisconsin,44271385,-87.71463091,43.77986909,-87.71625273,43.77985,55,117,200,55117000200,55117000200,Random Tract,0.78827857,"Valid, not used"
Greene Ave,New York,28679363,-73.93354091,40.69042818,-73.93062818,40.69075727,36,47,29100,36047029100,36047029100,Random Urban,0.790723916,Selected
2nd Ave,Alabama,3413761,-86.97751727,34.80936,-86.97862273,34.80938273,1,83,20600,1083020600,1083020600,Random Tract,0.792122008,Selected
Grand Ave,Minnesota,21411471,-93.15935182,44.94006091,-93.16189909,44.94005545,27,123,35200,27123035200,27123035200,Random Tract,0.794178972,"Valid, not used"
US Hwy 85,Colorado,8838019,-105.0299027,39.57103273,-105.0304518,39.56993455,8,5,5634,8005005634,8005005634,Random Tract,0.795961481,Inappropriate Segment (Freeway)
Boulder Dr,Virginia,41862399,-77.42947182,38.44374091,-77.42767909,38.44222273,51,179,10210,51179010210,51179010210,Random Tract,0.801852449,Partial SV
Lone Oak Ct,California,6638858,-121.3060136,38.77249182,-121.30489,38.77290182,6,61,21008,6061021008,6061021008,Random Tract,0.80304288,Selected
Southwood Ln,Massachusetts,18706306,-71.24055818,42.26282909,-71.24039727,42.26149182,25,21,403300,25021403300,25021403300,Random Tract,0.80458213,Partial SV
N College Way,California,7546010,-117.71261,34.09965364,-117.7126236,34.10044636,6,37,401901,6037401901,6037401901,Random Tract,0.82837497,Selected
Allister St,Texas,38263999,-96.87734818,32.90774818,-96.8743,32.90681636,48,113,9611,48113009611,48113009611,Random Urban,0.830673839,"Valid, not used"
S Halsted St,Illinois,15391238,-87.64306182,41.71238,-87.64301727,41.71055455,17,31,730600,17031730600,17031730600,Random Tract,0.831459513,Selected
Grandview Dr,Kentucky,17643492,-82.63134273,38.44569636,-82.62859,38.44582545,21,19,30500,21019030500,21019030500,Random Tract,0.834269705,Selected
Galleria Cv,Texas,39837031,-97.75807273,30.41295727,-97.75803818,30.41261273,48,453,1758,48453001758,48453001758,Random Urban,0.836899914,Selected
N Booth Ct,Missouri,21771304,-94.47967636,39.25847909,-94.47976818,39.25896364,29,47,21304,29047021304,29047021304,Random Urban,0.84734412,Selected
Bishop Dr,Hawaii,13083545,-157.8623236,21.33968636,-157.8621709,21.33900364,15,3,4800,15003004800,15003004800,Random Urban,0.847909537,No SV
Avenue of the Americas,New York,28666932,-74.00427818,40.72483,-74.00401545,40.72549,36,61,5100,36061005100,36061005100,Random Urban,0.852676678,Selected
Second Lock Rd,Pennsylvania,32847680,-76.31098273,40.00764818,-76.31216636,40.00518364,42,71,13501,42071013501,42071013501,Random Tract,0.856973812,No SV
59th St,New York,28677831,-73.90876091,40.72469364,-73.90863727,40.72398818,36,81,52900,36081052900,36081052900,Random Tract,0.864386929,Selected
Anchor Watch Dr,South Carolina,34355971,-80.15991,32.64670455,-80.16423455,32.64380273,45,19,2200,45019002200,45019002200,Random Tract,0.865522384,No SV
Driveway,Oregon,31389628,-122.7029327,45.53758364,-122.7009309,45.53759818,41,51,4500,41051004500,41051004500,Random Tract,0.870484511,Partial SV
229th St,New York,28949096,-73.72962182,40.69783091,-73.73051545,40.69608636,36,81,59400,36081059400,36081059400,Random Urban,0.871977594,Selected
Small Tree Ct,Illinois,15053567,-88.21197091,41.83226273,-88.21129818,41.83214091,17,43,841601,17043841601,17043841601,Random Tract,0.875015763,No SV
Driveway,California,7917928,-117.6347582,33.60220091,-117.6342727,33.60136,6,59,32038,6059032038,6059032038,Random Tract,0.87891142,Partial SV
Parking Lot,Florida,11646659,-80.17630818,26.13049091,-80.17828909,26.13043273,12,11,41400,12011041400,12011041400,Random Tract,0.882452316,Partial SV
Potter Dr,Massachusetts,18832782,-70.96701818,42.23362727,-70.96717,42.23453,25,21,419400,25021419400,25021419400,Random Tract,0.883716051,No SV
Coast Blvd,California,8038146,-117.2740818,32.84945818,-117.2729345,32.85003818,6,73,8200,6073008200,6073008200,Random Urban,0.894355637,Selected
Winter Park Ln,Florida,11403155,-80.1026,26.79578636,-80.10016636,26.79573364,12,99,1004,12099001004,12099001004,Random Tract,0.902035298,Selected
W Palmer St,Illinois,15186197,-87.71802091,41.92095818,-87.71920182,41.92082273,17,31,220900,17031220900,17031220900,Random Tract,0.913053385,Selected
Long Ave,Illinois,15326362,-87.75554636,41.73973,-87.75554091,41.73881,17,31,821101,17031821101,17031821101,Random Tract,0.914987742,Selected
National Ave,Illinois,14589929,-89.07922364,42.28244636,-89.07734818,42.28314727,17,201,3000,17201003000,17201003000,Random Tract,0.917973459,Selected
Euclid Square Mall,Ohio,30110944,-81.50963364,41.59189636,-81.50446091,41.59596818,39,35,152303,39035152303,39035152303,Random Tract,0.91935709,No SV
Saguare Cmn,California,5550565,-121.9062473,37.50081091,-121.9043227,37.50104909,6,1,443200,6001443200,6001443200,Random Tract,0.927344428,Partial SV
Newhouse Dr,West Virginia,44327791,-81.61408091,38.39770091,-81.61643182,38.40068273,54,39,11000,54039011000,54039011000,Random Tract,0.929351369,Inappropriate Segment (No reasonable start/end points)
Grilley Rd,Connecticut,9356855,-73.00336182,41.59022545,-73.00222182,41.58857727,9,9,361200,9009361200,9009361200,Random Tract,0.934879562,No SV
Criswell St,Iowa,13730867,-90.43500364,41.57261182,-90.43501182,41.57873727,19,163,10102,19163010102,19163010102,Random Tract,0.940503807,Inappropriate Segment (No reasonable start/end points)
Cloverdale Rd,Ohio,29770245,-83.57200273,41.34850091,-83.57193727,41.35277909,39,173,22000,39173022000,39173022000,Random Tract,0.941967902,Selected
,Ohio,29999617,-80.53988636,41.96087636,-80.54165182,41.9534,39,7,101,39007000101,39007000101,Random Tract,0.943858728,No SV
Durbridge Rd,Ohio,29527782,-82.97431909,40.08907,-82.97098909,40.08938545,39,49,6943,39049006943,39049006943,Random Urban,0.949076601,Selected
3rd St,Texas,37429346,-101.8479773,33.59435273,-101.8490936,33.59435182,48,303,700,48303000700,48303000700,Random Tract,0.956111123,Selected
Swift Rd,Florida,10938267,-82.51408364,27.29075182,-82.51409182,27.29011182,12,115,1704,12115001704,12115001704,Random Tract,0.958014925,Selected
Branders Bridge Rd,Virginia,41986685,-77.41506636,37.25632273,-77.41570727,37.25673091,51,41,100600,51041100600,51041100600,Random Tract,0.961023643,Inappropriate Segment (No reasonable start/end points)
Oakley St,Utah,41232723,-111.9269809,40.77799,-111.9269818,40.78017364,49,35,100600,49035100600,49035100600,Random Tract,0.965004126,Selected
E 6th St,Ohio,29918562,-81.68900455,41.49835727,-81.68866636,41.49796364,39,35,107700,39035107700,39035107700,Random Tract,0.967689049,Partial SV
8th Ave,New York,28666605,-74.00251727,40.73975364,-74.00200727,40.74044455,36,61,8100,36061008100,36061008100,Random Urban,0.969468242,Selected
Driveway,Minnesota,21364063,-92.42394909,44.01376,-92.42405909,44.01490273,27,109,200,27109000200,27109000200,Random Tract,0.971875719,Partial SV
E 37th St,New York,28656911,-73.93972182,40.61841182,-73.93788273,40.61674818,36,47,64800,36047064800,36047064800,Random Urban,0.972061949,Partial SV
Jerome St,California,7656024,-117.4243709,33.95253636,-117.4243618,33.95007818,6,65,31002,6065031002,6065031002,Random Tract,0.979442714,Selected
State Hwy 1,California,5668835,-120.8717073,35.40856545,-120.8727464,35.41146727,6,79,10500,6079010500,6079010500,Random Tract,0.981762737,Selected
23rd Ave,Washington,42742112,-122.3027727,47.60902364,-122.3027591,47.61002364,53,33,8800,53033008800,53033008800,Random Urban,0.986454049,Selected
Ridge Rd,Maryland,19371487,-76.48566636,39.35052455,-76.48518364,39.35370182,24,5,440701,24005440701,24005440701,Random Tract,0.996448605,Selected
Hartley Dr,California,8042052,-117.2578891,32.82738818,-117.2597664,32.82856727,6,73,8311,6073008311,6073008311,Random Tract,0.998067544,Selected
E 41st St,New Jersey,26654929,-74.13723727,40.9034,-74.13751273,40.90246818,34,31,182600,34031182600,34031182600,Random Tract,0.999858898,Partial SV
