Fairview Ave,Colorado,9061215,-105.01937,39.83755091,-105.0196691,39.84011455,8,1,9309,8001009309,8001009309,Random Tract,0.212024865,Selected,153
Pickwood Dr,Florida,9717241,-87.24583,30.53274091,-87.24529727,30.53492,12,33,3606,12033003606,12033003606,Random Tract,0.217932525,Selected,154
N Pete Dawson Rd,Arizona,5100831,-110.9846427,32.31736818,-110.9846973,32.31849091,4,19,4617,4019004617,4019004617,Random Tract,0.218907273,Selected,155
N 24th St,Arizona,4733589,-112.0302327,33.47166909,-112.0302273,33.47303182,4,13,111601,4013111601,4013111601,Random Tract,0.222139791,Selected,156
Bostwick Ave,New Jersey,26603724,-74.07842091,40.70590091,-74.08201182,40.70824818,34,17,5200,34017005200,34017005200,Random Tract,0.225161502,Selected,157
Maunakea St,Hawaii,13082157,-157.8636255,21.31181182,-157.8628655,21.31227727,15,3,5200,15003005200,15003005200,Random Tract,0.22983567,Selected,158
S Parent St,Michigan,20554065,-83.39107364,42.30989636,-83.39102273,42.30852636,26,163,568200,26163568200,26163568200,Random Tract,0.231354142,Selected,159
Orizaba Ave,California,7345013,-118.15783,33.86924636,-118.1578336,33.86970364,6,37,570204,6037570204,6037570204,Random Tract,0.232847087,Selected,160
S Harbor Dr,Wisconsin,44204703,-87.89684182,43.01219,-87.89457182,43.00711182,55,79,15400,55079015400,55079015400,Random Tract,0.233397717,Selected,161
Berkeley Rd,Ohio,30105979,-81.56432364,41.51060455,-81.56083818,41.50988273,39,35,140701,39035140701,39035140701,Random Tract,0.241061763,Selected,162
George St,New York,28680002,-73.92984636,40.70304909,-73.92839273,40.70453818,36,47,42700,36047042700,36047042700,Random Tract,0.243931657,Selected,163
Jasper St,Ohio,29408542,-84.18671182,39.74121,-84.18439818,39.74159909,39,113,3400,39113003400,39113003400,Random Tract,0.253710404,Selected,164
Muldoon Rd,Alaska,2983627,-149.7334591,61.20259091,-149.7334591,61.20032455,2,20,1731,2020001731,2020001731,Random Urban,0.25728404,Selected,165
Lander Rd,Ohio,30114678,-81.46325727,41.52358091,-81.46324545,41.52006727,39,35,172101,39035172101,39035172101,Random Tract,0.267655276,Selected,166
Globe St,Texas,40565502,-95.23311273,29.65022273,-95.23714909,29.65013182,48,201,320900,48201320900,48201320900,Random Tract,0.270391007,Selected,167
Camp Alley St,Ohio,30262915,-82.43394545,40.05408818,-82.43511364,40.05412818,39,89,753600,39089753600,39089753600,Random Tract,0.276219654,Selected,168
Eagle Trl,Texas,39524477,-97.88355636,31.12337818,-97.88305091,31.12347182,48,99,10601,48099010601,48099010601,Random Tract,0.293384478,Selected,169
E 115th St,New York,28596945,-73.94535818,40.79929545,-73.94390182,40.79866545,36,61,18400,36061018400,36061018400,Random Urban,0.297861012,Selected,170
S Buffalo Ave,Illinois,15411997,-87.54439273,41.73566727,-87.54437727,41.73385364,17,31,460700,17031460700,17031460700,Random Urban,0.301797135,Selected,171
Noice Dr,California,5687102,-121.6513164,36.70190091,-121.6517282,36.70412,6,53,200,6053000200,6053000200,Random Tract,0.304647263,Selected,172
Newport Ave,California,7874569,-117.8197145,33.74047091,-117.8192473,33.74093818,6,59,75507,6059075507,6059075507,Random Tract,0.306029106,Selected,173
W Bryn Mawr Ave,Illinois,15182826,-87.73953182,41.98257182,-87.74067818,41.98256909,17,31,130200,17031130200,17031130200,Random Tract,0.31235937,Selected,174
W Irving Park Rd,Illinois,15183335,-87.72271727,41.95368727,-87.72392273,41.95366636,17,31,160900,17031160900,17031160900,Random Tract,0.315739678,Selected,175
Grinnell St,Michigan,20776482,-83.01762273,42.40090909,-83.01311364,42.40106909,26,163,504700,26163504700,26163504700,Random Tract,0.325415997,Selected,176
Adams St SE,New Mexico,27149330,-106.5943391,35.07432,-106.59434,35.07290455,35,1,500,35001000500,35001000500,Random Tract,0.326659179,Selected,177
Oakshire Dr,Texas,40400325,-95.45598909,29.73692818,-95.45793091,29.73699909,48,201,411600,48201411600,48201411600,Random Tract,0.34121475,Selected,178
Pacific St,New York,28682491,-73.95519182,40.67834727,-73.95280909,40.67784182,36,47,22100,36047022100,36047022100,Random Tract,0.366016316,Selected,179
N 14th Pl,Arizona,4650074,-112.0508191,33.50198,-112.0508091,33.50378364,4,13,108602,4013108602,4013108602,Random Tract,0.371698384,Selected,180
W 1st St,California,7361747,-118.3067173,34.07370364,-118.30792,34.07371,6,37,211410,6037211410,6037211410,Random Tract,0.384285779,Selected,191
12th St N,Florida,10650606,-82.65079818,27.79020273,-82.65081727,27.79119818,12,103,23300,12103023300,12103023300,Random Tract,0.387389106,Selected,181
157th St,Illinois,15355830,-87.74386818,41.60674091,-87.74628364,41.60670455,17,31,825000,17031825000,17031825000,Random Tract,0.389762576,Selected,182
Wanda Ln,California,8028314,-116.8948555,33.75330636,-116.8948282,33.75148727,6,65,43703,6065043703,6065043703,Random Tract,0.400125381,Selected,183
16th St,New York,28661935,-73.97801364,40.65925636,-73.97564455,40.65811364,36,47,17100,36047017100,36047017100,Random Urban,0.401337625,Selected,184
County Hwy 102,Florida,10725468,-82.71672455,28.01214636,-82.71308909,28.01214182,12,103,26813,12103026813,12103026813,Random Tract,0.402444503,Selected,185
N Medina St,Texas,39399864,-98.50500364,29.42702273,-98.50488818,29.42791364,48,29,110600,48029110600,48029110600,Random Urban,0.411135438,Selected,186
Villa Loma Dr,Colorado,8921267,-104.7314636,38.86794182,-104.7311364,38.86957727,8,41,5800,8041005800,8041005800,Random Urban,0.4159267,Selected,187
Castor Ave,Pennsylvania,33410539,-75.05190273,40.06617182,-75.05118636,40.06662909,42,101,33700,42101033700,42101033700,Random Urban,0.416051245,Selected,188
E Camelback Rd,Arizona,4673359,-112.0145236,33.51004,-112.0130091,33.51005909,4,13,107800,4013107800,4013107800,Random Tract,0.420480763,Selected,189
Birch St,Alaska,2971834,-149.8713427,61.22885909,-149.8707427,61.22987818,2,20,500,2020000500,2020000500,Random Urban,0.438063627,Selected,190
S 5th St,Indiana,15598937,-87.41123545,39.45560273,-87.41123545,39.45242273,18,167,800,18167000800,18167000800,Random Tract,0.444793855,Selected,192
N 131st Dr,Kansas,16913360,-94.88100364,39.17673273,-94.88096909,39.17904182,20,209,44803,20209044803,20209044803,Random Tract,0.449863607,Selected,193
Muskogee St,Texas,39362256,-98.58521727,29.41584364,-98.58777091,29.41596818,48,29,171500,48029171500,48029171500,Random Tract,0.456837705,Selected,194
S 1st St,Oklahoma,30556747,-97.74473273,35.49520273,-97.74472818,35.49342818,40,17,301201,40017301201,40017301201,Random Tract,0.471465952,Selected,195
Gordon St,Louisiana,18355420,-90.01182,29.96114364,-90.01134727,29.96209818,22,71,904,22071000904,22071000904,Random Tract,0.473457005,Selected,252
Robertson St,Texas,40502083,-95.35746182,29.80662909,-95.35748091,29.80723,48,201,210700,48201210700,48201210700,Random Urban,0.481657852,Selected,196
H St NW,District of Columbia,9574767,-77.05013,38.89957545,-77.05143,38.89956636,11,1,5600,11001005600,11001005600,Random Tract,0.489452726,Selected,197
W Farragut Ave,Illinois,15259285,-87.68430818,41.97688273,-87.68677727,41.97683727,17,31,40100,17031040100,17031040100,Random Urban,0.499423997,Selected,198
Lake Limestone Dr,Louisiana,18194423,-91.04944364,30.41439727,-91.04936545,30.41225364,22,33,3907,22033003907,22033003907,Random Tract,0.500539606,Selected,253
Smith St,Nevada,27805565,-115.2178218,36.18750727,-115.2178491,36.18766091,32,3,3423,32003003423,32003003423,Random Tract,0.502486022,Selected,199
Timberline Dr,New Jersey,26461923,-74.38126909,40.64627727,-74.38021455,40.64816727,34,39,38700,34039038700,34039038700,Random Tract,0.511708874,Selected,200
N 56th St,Wisconsin,44156256,-87.98254,43.10836727,-87.98248364,43.11202545,55,79,2900,55079002900,55079002900,Random Urban,0.517731279,Selected,201
S 2nd St,Wisconsin,44201593,-87.91260546,43.01605,-87.91259,43.01423273,55,79,16500,55079016500,55079016500,Random Tract,0.528821653,Selected,202
William St,Nebraska,25846310,-96.17511,41.24530364,-96.17621727,41.24574727,31,55,7450,31055007450,31055007450,Random Urban,0.533815576,Selected,203
28th St,Alabama,3290063,-87.57949091,33.23539545,-87.58138818,33.23547909,1,125,10403,1125010403,1125010403,Random Tract,0.544328242,Selected,204
Empire Blvd,New York,28683671,-73.93993818,40.66390727,-73.93715636,40.66375273,36,47,33100,36047033100,36047033100,Random Urban,0.561137044,Selected,205
Village Center Dr,California,8126082,-117.24855,33.05467091,-117.2474573,33.05552182,6,73,17108,6073017108,6073017108,Random Tract,0.57162694,Selected,206
N 144th St,Nebraska,25871488,-96.13885091,41.30239909,-96.13886273,41.29896909,31,55,7431,31055007431,31055007431,Random Urban,0.575003975,Selected,207
National Cemetery,Tennessee,36053328,-85.28933727,35.03514091,-85.29227636,35.03406182,47,65,1400,47065001400,47065001400,Random Tract,0.585431886,Selected,208
73rd Ave NE,Minnesota,21480468,-93.24353455,45.10050455,-93.24283727,45.10050909,27,3,51103,27003051103,27003051103,Random Tract,0.589217046,Selected,209
Commodore Ter,Massachusetts,18719012,-71.12907,42.2557,-71.12944091,42.25530182,25,25,140104,25025140104,25025140104,Random Tract,0.600349073,Selected,210
16th St NW,District of Columbia,9578393,-77.03655818,38.90023182,-77.03652636,38.90133182,11,1,5202,11001005202,11001005202,Random Tract,0.620640762,Selected,211
Gold Dust Dr,Texas,39356261,-98.67616636,29.42939364,-98.6695,29.43015909,48,29,171910,48029171910,48029171910,Random Urban,0.623154316,Selected,212
Victoria Dr,Florida,10719775,-82.79112273,28.01574909,-82.79106,28.01668818,12,103,27101,12103027101,12103027101,Random Tract,0.645293772,Selected,213
Harlow Blvd,Florida,10185737,-81.75520273,30.25882273,-81.75520636,30.25800364,12,31,12800,12031012800,12031012800,Random Tract,0.659088962,Selected,214
Washington St,Massachusetts,18420100,-72.57801,42.15111364,-72.57791,42.15027909,25,13,810700,25013810700,25013810700,Random Tract,0.660381339,Selected,215
Falcons Height,Texas,39732564,-98.36034545,29.55801182,-98.36216455,29.55708273,48,29,121803,48029121803,48029121803,Random Urban,0.682628651,Selected,216
Seymour Rd,Virginia,41820254,-78.50818182,38.04802818,-78.50980727,38.04946909,51,3,10901,51003010901,51003010901,Random Tract,0.691183395,Selected,217
N River View Ave,Florida,10827630,-82.47879818,27.97832182,-82.47799818,27.97926,12,57,2700,12057002700,12057002700,Random Tract,0.701944402,Selected,217
74th St,Iowa,13374747,-93.7195,41.64559545,-93.71951364,41.64781364,19,153,10404,19153010404,19153010404,Random Tract,0.705244334,Selected,218
Bordeaux St,Alabama,3082360,-88.08618364,30.65224091,-88.08580636,30.65083,1,97,2302,1097002302,1097002302,Random Tract,0.708347074,Selected,255
Main St,Pennsylvania,32010995,-80.09061364,40.38161909,-80.09219364,40.37869091,42,3,470400,42003470400,42003470400,Random Tract,0.720033264,Selected,219
River Thames Rd,Mississippi,22786760,-90.12979273,32.37188182,-90.13042909,32.37313,28,49,100,28049000100,28049000100,Random Tract,0.735933168,Selected,220
Encino Bow,Texas,39336220,-98.44795364,29.62464182,-98.44801,29.62436364,48,29,121902,48029121902,48029121902,Random Urban,0.743100664,Selected,221
Woody Ln,Texas,38064444,-97.25456909,32.65853818,-97.25263727,32.65851545,48,439,111102,48439111102,48439111102,Random Tract,0.747179278,Selected,222
Newman St,Idaho,13786976,-116.2657891,43.62915636,-116.2668664,43.62915091,16,1,1201,16001001201,16001001201,Random Tract,0.75211165,Selected,223
E Travis Blvd,California,6294449,-122.0209691,38.25814818,-122.0199891,38.25814636,6,95,252607,6095252607,6095252607,Random Tract,0.769471627,Selected,224
W 44th Pl,Illinois,15330146,-87.74703,41.81185091,-87.74808636,41.81181273,17,31,560200,17031560200,17031560200,Random Urban,0.770690708,Selected,225
Greene Ave,New York,28679363,-73.93354091,40.69042818,-73.93062818,40.69075727,36,47,29100,36047029100,36047029100,Random Urban,0.790723916,Selected,256
2nd Ave,Alabama,3413761,-86.97751727,34.80936,-86.97862273,34.80938273,1,83,20600,1083020600,1083020600,Random Tract,0.792122008,Selected,257
Lone Oak Ct,California,6638858,-121.3060136,38.77249182,-121.30489,38.77290182,6,61,21008,6061021008,6061021008,Random Tract,0.80304288,Selected,226
N College Way,California,7546010,-117.71261,34.09965364,-117.7126236,34.10044636,6,37,401901,6037401901,6037401901,Random Tract,0.82837497,Selected,227
S Halsted St,Illinois,15391238,-87.64306182,41.71238,-87.64301727,41.71055455,17,31,730600,17031730600,17031730600,Random Tract,0.831459513,Selected,228
Grandview Dr,Kentucky,17643492,-82.63134273,38.44569636,-82.62859,38.44582545,21,19,30500,21019030500,21019030500,Random Tract,0.834269705,Selected,229
Galleria Cv,Texas,39837031,-97.75807273,30.41295727,-97.75803818,30.41261273,48,453,1758,48453001758,48453001758,Random Urban,0.836899914,Selected,230
N Booth Ct,Missouri,21771304,-94.47967636,39.25847909,-94.47976818,39.25896364,29,47,21304,29047021304,29047021304,Random Urban,0.84734412,Selected,231
Avenue of the Americas,New York,28666932,-74.00427818,40.72483,-74.00401545,40.72549,36,61,5100,36061005100,36061005100,Random Urban,0.852676678,Selected,232
59th St,New York,28677831,-73.90876091,40.72469364,-73.90863727,40.72398818,36,81,52900,36081052900,36081052900,Random Tract,0.864386929,Selected,233
229th St,New York,28949096,-73.72962182,40.69783091,-73.73051545,40.69608636,36,81,59400,36081059400,36081059400,Random Urban,0.871977594,Selected,235
Coast Blvd,California,8038146,-117.2740818,32.84945818,-117.2729345,32.85003818,6,73,8200,6073008200,6073008200,Random Urban,0.894355637,Selected,236
Winter Park Ln,Florida,11403155,-80.1026,26.79578636,-80.10016636,26.79573364,12,99,1004,12099001004,12099001004,Random Tract,0.902035298,Selected,237
W Palmer St,Illinois,15186197,-87.71802091,41.92095818,-87.71920182,41.92082273,17,31,220900,17031220900,17031220900,Random Tract,0.913053385,Selected,238
Long Ave,Illinois,15326362,-87.75554636,41.73973,-87.75554091,41.73881,17,31,821101,17031821101,17031821101,Random Tract,0.914987742,Selected,239
National Ave,Illinois,14589929,-89.07922364,42.28244636,-89.07734818,42.28314727,17,201,3000,17201003000,17201003000,Random Tract,0.917973459,Selected,240
Cloverdale Rd,Ohio,29770245,-83.57200273,41.34850091,-83.57193727,41.35277909,39,173,22000,39173022000,39173022000,Random Tract,0.941967902,Selected,241
Durbridge Rd,Ohio,29527782,-82.97431909,40.08907,-82.97098909,40.08938545,39,49,6943,39049006943,39049006943,Random Urban,0.949076601,Selected,242
3rd St,Texas,37429346,-101.8479773,33.59435273,-101.8490936,33.59435182,48,303,700,48303000700,48303000700,Random Tract,0.956111123,Selected,243
Swift Rd,Florida,10938267,-82.51408364,27.29075182,-82.51409182,27.29011182,12,115,1704,12115001704,12115001704,Random Tract,0.958014925,Selected,244
Oakley St,Utah,41232723,-111.9269809,40.77799,-111.9269818,40.78017364,49,35,100600,49035100600,49035100600,Random Tract,0.965004126,Selected,245
8th Ave,New York,28666605,-74.00251727,40.73975364,-74.00200727,40.74044455,36,61,8100,36061008100,36061008100,Random Urban,0.969468242,Selected,246
Jerome St,California,7656024,-117.4243709,33.95253636,-117.4243618,33.95007818,6,65,31002,6065031002,6065031002,Random Tract,0.979442714,Selected,247
State Hwy 1,California,5668835,-120.8717073,35.40856545,-120.8727464,35.41146727,6,79,10500,6079010500,6079010500,Random Tract,0.981762737,Selected,248
23rd Ave,Washington,42742112,-122.3027727,47.60902364,-122.3027591,47.61002364,53,33,8800,53033008800,53033008800,Random Urban,0.986454049,Selected,249
Ridge Rd,Maryland,19371487,-76.48566636,39.35052455,-76.48518364,39.35370182,24,5,440701,24005440701,24005440701,Random Tract,0.996448605,Selected,250
Hartley Dr,California,8042052,-117.2578891,32.82738818,-117.2597664,32.82856727,6,73,8311,6073008311,6073008311,Random Tract,0.998067544,Selected,251
